03/27/14,07:05 PM,07:05 PM,Twins at Red Sox,JetBlue Park,"Local Radio: WEEI 93.7",03/27/14,03/27/14,10:05 PM
03/28/14,01:05 PM,01:05 PM,Red Sox at Twins,Hammond Stadium,"Local TV: MLBN -- NESN",03/28/14,03/28/14,04:05 PM
03/29/14,01:05 PM,01:05 PM,Twins at Red Sox,JetBlue Park,"Local Radio: WEEI 93.7",03/29/14,03/29/14,04:05 PM
03/31/14,03:05 PM,03:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,"Local TV: ESPN2",03/31/14,03/31/14,06:05 PM
04/02/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,04/02/14,04/02/14,10:05 PM
04/03/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,04/03/14,04/03/14,10:05 PM
04/04/14,02:05 PM,02:05 PM,Brewers at Red Sox,Fenway Park,,04/04/14,04/04/14,05:05 PM
04/05/14,07:10 PM,07:10 PM,Brewers at Red Sox,Fenway Park,,04/05/14,04/05/14,10:10 PM
04/06/14,01:35 PM,01:35 PM,Brewers at Red Sox,Fenway Park,,04/06/14,04/06/14,04:35 PM
04/07/14,07:10 PM,07:10 PM,Rangers at Red Sox,Fenway Park,"Local TV: ESPN",04/07/14,04/07/14,10:10 PM
04/08/14,06:10 PM,06:10 PM,Rangers at Red Sox,Fenway Park,,04/08/14,04/08/14,09:10 PM
04/09/14,04:05 PM,04:05 PM,Rangers at Red Sox,Fenway Park,,04/09/14,04/09/14,07:05 PM
04/10/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,04/10/14,04/10/14,10:05 PM
04/11/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,04/11/14,04/11/14,10:05 PM
04/12/14,01:05 PM,01:05 PM,Red Sox at Yankees,Yankee Stadium,"Local TV: FS1",04/12/14,04/12/14,04:05 PM
04/13/14,08:05 PM,08:05 PM,Red Sox at Yankees,Yankee Stadium,"Local TV: ESPN",04/13/14,04/13/14,11:05 PM
04/15/14,08:10 PM,08:10 PM,Red Sox at White Sox,U.S. Cellular Field,,04/15/14,04/15/14,11:10 PM
04/16/14,08:10 PM,08:10 PM,Red Sox at White Sox,U.S. Cellular Field,,04/16/14,04/16/14,11:10 PM
04/17/14,08:10 PM,08:10 PM,Red Sox at White Sox,U.S. Cellular Field,,04/17/14,04/17/14,11:10 PM
04/18/14,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park,,04/18/14,04/18/14,10:10 PM
04/19/14,01:35 PM,01:35 PM,Orioles at Red Sox,Fenway Park,,04/19/14,04/19/14,04:35 PM
04/20/14,07:05 PM,07:05 PM,Orioles at Red Sox,Fenway Park,"Local TV: ESPN",04/20/14,04/20/14,10:05 PM
04/21/14,11:05 AM,11:05 AM,Orioles at Red Sox,Fenway Park,,04/21/14,04/21/14,02:05 PM
04/22/14,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park,,04/22/14,04/22/14,10:10 PM
04/23/14,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park,,04/23/14,04/23/14,10:10 PM
04/24/14,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park,,04/24/14,04/24/14,10:10 PM
04/25/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,04/25/14,04/25/14,10:07 PM
04/26/14,01:07 PM,01:07 PM,Red Sox at Blue Jays,Rogers Centre,,04/26/14,04/26/14,04:07 PM
04/27/14,01:07 PM,01:07 PM,Red Sox at Blue Jays,Rogers Centre,,04/27/14,04/27/14,04:07 PM
04/29/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,04/29/14,04/29/14,10:10 PM
04/30/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,04/30/14,04/30/14,10:10 PM
05/01/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,05/01/14,05/01/14,10:10 PM
05/02/14,07:10 PM,07:10 PM,Athletics at Red Sox,Fenway Park,,05/02/14,05/02/14,10:10 PM
05/03/14,01:35 PM,01:35 PM,Athletics at Red Sox,Fenway Park,,05/03/14,05/03/14,04:35 PM
05/04/14,01:35 PM,01:35 PM,Athletics at Red Sox,Fenway Park,,05/04/14,05/04/14,04:35 PM
05/06/14,07:10 PM,07:10 PM,Reds at Red Sox,Fenway Park,,05/06/14,05/06/14,10:10 PM
05/07/14,07:10 PM,07:10 PM,Reds at Red Sox,Fenway Park,,05/07/14,05/07/14,10:10 PM
05/09/14,08:05 PM,08:05 PM,Red Sox at Rangers,Globe Life Park in Arlington,,05/09/14,05/09/14,11:05 PM
05/10/14,08:05 PM,08:05 PM,Red Sox at Rangers,Globe Life Park in Arlington,,05/10/14,05/10/14,11:05 PM
05/11/14,03:05 PM,03:05 PM,Red Sox at Rangers,Globe Life Park in Arlington,,05/11/14,05/11/14,06:05 PM
05/13/14,08:10 PM,08:10 PM,Red Sox at Twins,Target Field,,05/13/14,05/13/14,11:10 PM
05/14/14,08:10 PM,08:10 PM,Red Sox at Twins,Target Field,,05/14/14,05/14/14,11:10 PM
05/15/14,01:10 PM,01:10 PM,Red Sox at Twins,Target Field,,05/15/14,05/15/14,04:10 PM
05/16/14,07:10 PM,07:10 PM,Tigers at Red Sox,Fenway Park,,05/16/14,05/16/14,10:10 PM
05/17/14,07:10 PM,07:10 PM,Tigers at Red Sox,Fenway Park,,05/17/14,05/17/14,10:10 PM
05/18/14,08:05 PM,08:05 PM,Tigers at Red Sox,Fenway Park,"Local TV: ESPN",05/18/14,05/18/14,11:05 PM
05/20/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,05/20/14,05/20/14,10:10 PM
05/21/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,05/21/14,05/21/14,10:10 PM
05/22/14,04:05 PM,04:05 PM,Blue Jays at Red Sox,Fenway Park,,05/22/14,05/22/14,07:05 PM
05/23/14,07:10 PM,07:10 PM,Red Sox at Rays,Tropicana Field,,05/23/14,05/23/14,10:10 PM
05/24/14,04:10 PM,04:10 PM,Red Sox at Rays,Tropicana Field,,05/24/14,05/24/14,07:10 PM
05/25/14,01:40 PM,01:40 PM,Red Sox at Rays,Tropicana Field,,05/25/14,05/25/14,04:40 PM
05/26/14,01:10 PM,01:10 PM,Red Sox at Braves,Turner Field,"Local TV: ESPN",05/26/14,05/26/14,04:10 PM
05/27/14,07:10 PM,07:10 PM,Red Sox at Braves,Turner Field,,05/27/14,05/27/14,10:10 PM
05/28/14,07:10 PM,07:10 PM,Braves at Red Sox,Fenway Park,,05/28/14,05/28/14,10:10 PM
05/29/14,07:10 PM,07:10 PM,Braves at Red Sox,Fenway Park,,05/29/14,05/29/14,10:10 PM
05/30/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,05/30/14,05/30/14,10:10 PM
05/31/14,07:15 PM,07:15 PM,Rays at Red Sox,Fenway Park,"Local TV: FOX",05/31/14,05/31/14,10:15 PM
06/01/14,01:35 PM,01:35 PM,Rays at Red Sox,Fenway Park,,06/01/14,06/01/14,04:35 PM
06/02/14,07:05 PM,07:05 PM,Red Sox at Indians,Progressive Field,,06/02/14,06/02/14,10:05 PM
06/03/14,07:05 PM,07:05 PM,Red Sox at Indians,Progressive Field,,06/03/14,06/03/14,10:05 PM
06/04/14,07:05 PM,07:05 PM,Red Sox at Indians,Progressive Field,,06/04/14,06/04/14,10:05 PM
06/06/14,07:08 PM,07:08 PM,Red Sox at Tigers,Comerica Park,,06/06/14,06/06/14,10:08 PM,10:08 PM,06/06/14,06:08 PM,06:08 PM,FREE,BUSY
06/07/14,07:15 PM,07:15 PM,Red Sox at Tigers,Comerica Park,"Local TV: FOX",06/07/14,06/07/14,10:15 PM
06/08/14,01:08 PM,01:08 PM,Red Sox at Tigers,Comerica Park,,06/08/14,06/08/14,04:08 PM
06/09/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,06/09/14,06/09/14,10:05 PM
06/10/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,06/10/14,06/10/14,10:05 PM
06/11/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,06/11/14,06/11/14,10:05 PM
06/12/14,07:10 PM,07:10 PM,Indians at Red Sox,Fenway Park,,06/12/14,06/12/14,10:10 PM
06/13/14,07:10 PM,07:10 PM,Indians at Red Sox,Fenway Park,,06/13/14,06/13/14,10:10 PM
06/14/14,04:05 PM,04:05 PM,Indians at Red Sox,Fenway Park,,06/14/14,06/14/14,07:05 PM
06/15/14,01:35 PM,01:35 PM,Indians at Red Sox,Fenway Park,,06/15/14,06/15/14,04:35 PM
06/16/14,07:10 PM,07:10 PM,Twins at Red Sox,Fenway Park,,06/16/14,06/16/14,10:10 PM
06/17/14,07:10 PM,07:10 PM,Twins at Red Sox,Fenway Park,,06/17/14,06/17/14,10:10 PM
06/18/14,01:35 PM,01:35 PM,Twins at Red Sox,Fenway Park,,06/18/14,06/18/14,04:35 PM
06/19/14,10:05 PM,10:05 PM,Red Sox at Athletics,O.co Coliseum,,06/20/14,06/20/14,01:05 AM
06/20/14,10:05 PM,10:05 PM,Red Sox at Athletics,O.co Coliseum,,06/21/14,06/21/14,01:05 AM
06/21/14,04:05 PM,04:05 PM,Red Sox at Athletics,O.co Coliseum,,06/21/14,06/21/14,07:05 PM
06/22/14,04:05 PM,04:05 PM,Red Sox at Athletics,O.co Coliseum,,06/22/14,06/22/14,07:05 PM
06/23/14,10:10 PM,10:10 PM,Red Sox at Mariners,Safeco Field,,06/24/14,06/24/14,01:10 AM
06/24/14,10:10 PM,10:10 PM,Red Sox at Mariners,Safeco Field,,06/25/14,06/25/14,01:10 AM
06/25/14,10:10 PM,10:10 PM,Red Sox at Mariners,Safeco Field,,06/26/14,06/26/14,01:10 AM
06/27/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,06/27/14,06/27/14,10:05 PM
06/28/14,07:15 PM,07:15 PM,Red Sox at Yankees,Yankee Stadium,"Local TV: FOX",06/28/14,06/28/14,10:15 PM
06/29/14,03:33 AM,03:33 AM,Red Sox at Yankees,Yankee Stadium,,06/29/14,06/29/14,06:33 AM
06/30/14,07:10 PM,07:10 PM,Cubs at Red Sox,Fenway Park,,06/30/14,06/30/14,10:10 PM
07/01/14,07:10 PM,07:10 PM,Cubs at Red Sox,Fenway Park,,07/01/14,07/01/14,10:10 PM
07/02/14,07:10 PM,07:10 PM,Cubs at Red Sox,Fenway Park,,07/02/14,07/02/14,10:10 PM
07/04/14,01:35 PM,01:35 PM,Orioles at Red Sox,Fenway Park,,07/04/14,07/04/14,04:35 PM
07/05/14,07:15 PM,07:15 PM,Orioles at Red Sox,Fenway Park,"Local TV: FOX",07/05/14,07/05/14,10:15 PM
07/06/14,01:35 PM,01:35 PM,Orioles at Red Sox,Fenway Park,,07/06/14,07/06/14,04:35 PM
07/07/14,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park,,07/07/14,07/07/14,10:10 PM
07/08/14,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park,,07/08/14,07/08/14,10:10 PM
07/09/14,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park,,07/09/14,07/09/14,10:10 PM
07/10/14,04:05 PM,04:05 PM,White Sox at Red Sox,Fenway Park,,07/10/14,07/10/14,07:05 PM
07/11/14,08:10 PM,08:10 PM,Red Sox at Astros,Minute Maid Park,,07/11/14,07/11/14,11:10 PM
07/12/14,04:10 PM,04:10 PM,Red Sox at Astros,Minute Maid Park,,07/12/14,07/12/14,07:10 PM
07/13/14,02:10 PM,02:10 PM,Red Sox at Astros,Minute Maid Park,,07/13/14,07/13/14,05:10 PM
07/15/14,03:33 AM,03:33 AM,NL All-Stars at AL All-Stars,Target Field,,07/15/14,07/15/14,06:33 AM
07/18/14,07:10 PM,07:10 PM,Royals at Red Sox,Fenway Park,,07/18/14,07/18/14,10:10 PM
07/19/14,07:10 PM,07:10 PM,Royals at Red Sox,Fenway Park,,07/19/14,07/19/14,10:10 PM
07/20/14,01:35 PM,01:35 PM,Royals at Red Sox,Fenway Park,,07/20/14,07/20/14,04:35 PM
07/21/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,07/21/14,07/21/14,10:07 PM
07/22/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,07/22/14,07/22/14,10:07 PM
07/23/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,07/23/14,07/23/14,10:07 PM
07/24/14,12:37 PM,12:37 PM,Red Sox at Blue Jays,Rogers Centre,,07/24/14,07/24/14,03:37 PM
07/25/14,07:10 PM,07:10 PM,Red Sox at Rays,Tropicana Field,,07/25/14,07/25/14,10:10 PM
07/26/14,07:10 PM,07:10 PM,Red Sox at Rays,Tropicana Field,,07/26/14,07/26/14,10:10 PM
07/27/14,01:40 PM,01:40 PM,Red Sox at Rays,Tropicana Field,,07/27/14,07/27/14,04:40 PM
07/28/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,07/28/14,07/28/14,10:10 PM
07/29/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,07/29/14,07/29/14,10:10 PM
07/30/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,07/30/14,07/30/14,10:10 PM
08/01/14,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park,,08/01/14,08/01/14,10:10 PM
08/02/14,04:05 PM,04:05 PM,Yankees at Red Sox,Fenway Park,"Local TV: FS1",08/02/14,08/02/14,07:05 PM
08/03/14,03:33 AM,03:33 AM,Yankees at Red Sox,Fenway Park,,08/03/14,08/03/14,06:33 AM
08/05/14,08:15 PM,08:15 PM,Red Sox at Cardinals,Busch Stadium,,08/05/14,08/05/14,11:15 PM
08/06/14,08:15 PM,08:15 PM,Red Sox at Cardinals,Busch Stadium,,08/06/14,08/06/14,11:15 PM
08/07/14,07:15 PM,07:15 PM,Red Sox at Cardinals,Busch Stadium,,08/07/14,08/07/14,10:15 PM
08/08/14,10:05 PM,10:05 PM,Red Sox at Angels,Angel Stadium of Anaheim,,08/09/14,08/09/14,01:05 AM
08/09/14,09:05 PM,09:05 PM,Red Sox at Angels,Angel Stadium of Anaheim,,08/10/14,08/10/14,12:05 AM
08/10/14,03:33 AM,03:33 AM,Red Sox at Angels,Angel Stadium of Anaheim,,08/10/14,08/10/14,06:33 AM
08/12/14,07:10 PM,07:10 PM,Red Sox at Reds,Great American Ball Park,,08/12/14,08/12/14,10:10 PM
08/13/14,12:35 PM,12:35 PM,Red Sox at Reds,Great American Ball Park,,08/13/14,08/13/14,03:35 PM
08/14/14,07:10 PM,07:10 PM,Astros at Red Sox,Fenway Park,,08/14/14,08/14/14,10:10 PM
08/15/14,07:10 PM,07:10 PM,Astros at Red Sox,Fenway Park,,08/15/14,08/15/14,10:10 PM
08/16/14,07:10 PM,07:10 PM,Astros at Red Sox,Fenway Park,,08/16/14,08/16/14,10:10 PM
08/17/14,01:35 PM,01:35 PM,Astros at Red Sox,Fenway Park,,08/17/14,08/17/14,04:35 PM
08/18/14,07:10 PM,07:10 PM,Angels at Red Sox,Fenway Park,,08/18/14,08/18/14,10:10 PM
08/19/14,07:10 PM,07:10 PM,Angels at Red Sox,Fenway Park,,08/19/14,08/19/14,10:10 PM
08/20/14,07:10 PM,07:10 PM,Angels at Red Sox,Fenway Park,,08/20/14,08/20/14,10:10 PM
08/21/14,07:10 PM,07:10 PM,Angels at Red Sox,Fenway Park,,08/21/14,08/21/14,10:10 PM
08/22/14,07:10 PM,07:10 PM,Mariners at Red Sox,Fenway Park,,08/22/14,08/22/14,10:10 PM
08/23/14,01:35 PM,01:35 PM,Mariners at Red Sox,Fenway Park,,08/23/14,08/23/14,04:35 PM
08/24/14,01:35 PM,01:35 PM,Mariners at Red Sox,Fenway Park,,08/24/14,08/24/14,04:35 PM
08/25/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,08/25/14,08/25/14,10:07 PM
08/26/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,08/26/14,08/26/14,10:07 PM
08/27/14,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre,,08/27/14,08/27/14,10:07 PM
08/29/14,07:10 PM,07:10 PM,Red Sox at Rays,Tropicana Field,,08/29/14,08/29/14,10:10 PM
08/30/14,07:10 PM,07:10 PM,Red Sox at Rays,Tropicana Field,,08/30/14,08/30/14,10:10 PM
08/31/14,01:40 PM,01:40 PM,Red Sox at Rays,Tropicana Field,,08/31/14,08/31/14,04:40 PM
09/01/14,01:10 PM,01:10 PM,Red Sox at Rays,Tropicana Field,,09/01/14,09/01/14,04:10 PM
09/02/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,09/02/14,09/02/14,10:05 PM
09/03/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,09/03/14,09/03/14,10:05 PM
09/04/14,07:05 PM,07:05 PM,Red Sox at Yankees,Yankee Stadium,,09/04/14,09/04/14,10:05 PM
09/05/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,09/05/14,09/05/14,10:10 PM
09/06/14,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park,,09/06/14,09/06/14,10:10 PM
09/07/14,01:35 PM,01:35 PM,Blue Jays at Red Sox,Fenway Park,,09/07/14,09/07/14,04:35 PM
09/08/14,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park,,09/08/14,09/08/14,10:10 PM
09/09/14,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park,,09/09/14,09/09/14,10:10 PM
09/10/14,01:35 PM,01:35 PM,Orioles at Red Sox,Fenway Park,,09/10/14,09/10/14,04:35 PM
09/11/14,08:10 PM,08:10 PM,Red Sox at Royals,Kauffman Stadium,,09/11/14,09/11/14,11:10 PM
09/12/14,08:10 PM,08:10 PM,Red Sox at Royals,Kauffman Stadium,,09/12/14,09/12/14,11:10 PM
09/13/14,07:10 PM,07:10 PM,Red Sox at Royals,Kauffman Stadium,,09/13/14,09/13/14,10:10 PM
09/14/14,02:10 PM,02:10 PM,Red Sox at Royals,Kauffman Stadium,,09/14/14,09/14/14,05:10 PM
09/16/14,07:05 PM,07:05 PM,Red Sox at Pirates,PNC Park,,09/16/14,09/16/14,10:05 PM
09/17/14,07:05 PM,07:05 PM,Red Sox at Pirates,PNC Park,,09/17/14,09/17/14,10:05 PM
09/18/14,07:05 PM,07:05 PM,Red Sox at Pirates,PNC Park,,09/18/14,09/18/14,10:05 PM
09/19/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,09/19/14,09/19/14,10:05 PM
09/20/14,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,09/20/14,09/20/14,10:05 PM
09/21/14,01:35 PM,01:35 PM,Red Sox at Orioles,Oriole Park at Camden Yards,,09/21/14,09/21/14,04:35 PM
09/23/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,09/23/14,09/23/14,10:10 PM
09/24/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,09/24/14,09/24/14,10:10 PM
09/25/14,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park,,09/25/14,09/25/14,10:10 PM
09/26/14,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park,,09/26/14,09/26/14,10:10 PM
09/27/14,03:33 AM,03:33 AM,Yankees at Red Sox,Fenway Park,,09/27/14,09/27/14,06:33 AM
09/28/14,01:35 PM,01:35 PM,Yankees at Red Sox,Fenway Park,,09/28/14,09/28/14,04:35 PM
